sample_id,split,label,video_path,audio_path,transcript
train_dia3_utt6,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia3_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia3_utt6.mp4,"He thinks Monica is empty, she is the empty vase!"
train_dia3_utt8,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia3_utt8.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia3_utt8.mp4,"Oh, totally. Oh, God, oh, she seemed so happy too."
train_dia3_utt9,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia3_utt9.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia3_utt9.mp4,Done.
train_dia4_utt0,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt0.mp4,Hey!
train_dia4_utt1,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt1.mp4,Hi!
train_dia4_utt2,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt2.mp4,What are you doing here?
train_dia4_utt3,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt3.mp4,"Ah y'know, this building is on my paper route so I..."
train_dia4_utt4,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt4.mp4,Oh.
train_dia4_utt5,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt5.mp4,Hi.
train_dia4_utt6,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt6.mp4,Hi.
train_dia4_utt7,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt7.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt7.mp4,How’d did it go?
train_dia4_utt8,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt8.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt8.mp4,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn’t shut up."
train_dia4_utt9,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt9.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt9.mp4,I’m so proud of you.
train_dia4_utt10,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt10.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt10.mp4,Me too!
train_dia4_utt11,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt11.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt11.mp4,"Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so..."
train_dia4_utt12,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt12.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt12.mp4,I know.
train_dia4_utt13,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt13.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt13.mp4,Yeah.
train_dia4_utt14,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt14.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia4_utt14.mp4,Yeah.
train_dia5_utt0,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt0.mp4,Ameri-can.
train_dia5_utt1,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt1.mp4,Ameri-ccan.
train_dia5_utt2,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt2.mp4,Ameri-can. Y'know it’s a
train_dia5_utt3,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia5_utt3.mp4,Everybody!!
train_dia6_utt0,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt0.mp4,Good job Joe! Well done! Top notch!
train_dia6_utt1,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt1.mp4,You liked it? You really liked it?
train_dia6_utt2,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt2.mp4,"Oh-ho-ho, yeah!"
train_dia6_utt3,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt3.mp4,Which part exactly?
train_dia6_utt4,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt4.mp4,The whole thing! Can we go?
train_dia6_utt5,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt5.mp4,"Oh no-no-no, give me some specifics."
train_dia6_utt6,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt6.mp4,"I love the specifics, the specifics were the best part!"
train_dia6_utt7,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt7.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt7.mp4,"Hey, what about the scene with the kangaroo? Did-did you like that part?"
train_dia6_utt8,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt8.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt8.mp4,I was surprised to see a kangaroo in a World War I epic.
train_dia6_utt9,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt9.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt9.mp4,You fell asleep!!
train_dia6_utt10,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt10.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt10.mp4,There was no kangaroo!
train_dia6_utt11,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt11.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt11.mp4,They didn’t take any of my suggestions!
train_dia6_utt12,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt12.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt12.mp4,That’s for coming buddy.
train_dia6_utt13,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt13.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt13.mp4,I’ll see you later.
train_dia6_utt14,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt14.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt14.mp4,Don’t go!
train_dia6_utt15,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt15.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt15.mp4,I’m sorry.
train_dia6_utt16,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt16.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt16.mp4,I’m so sorry!
train_dia6_utt17,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt17.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt17.mp4,Look!
train_dia6_utt18,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt18.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt18.mp4,This guy fell asleep!
train_dia6_utt19,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt19.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt19.mp4,He fell asleep too!
train_dia6_utt20,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt20.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt20.mp4,Be mad at him!
train_dia6_utt21,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt21.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia6_utt21.mp4,"Or, call an ambulance."
train_dia7_utt0,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia7_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia7_utt0.mp4,"Okay, look, I think we have to tell Rachel she messed up her dessert."
train_dia7_utt1,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia7_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia7_utt1.mp4,"What?! What is with everybody? It’s Thanksgiving, not...Truth-Day!"
train_dia8_utt0,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt0.mp4,"Yes, and it is my dying wish to have that ring."
train_dia8_utt1,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt1.mp4,"See, if I’m not buried with that ring then my spirit is going to wander the nether world for all eternity"
train_dia8_utt2,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt2.mp4,"Okay, that’s enough honey!"
train_dia8_utt3,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt3.mp4,I don’t know. Let me see the ring.
train_dia8_utt4,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt4.mp4,"Great! Okay, here."
train_dia8_utt5,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt5.mp4,All right.
train_dia8_utt6,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia8_utt6.mp4,Thank you. Thank you. Thank you! And
train_dia9_utt0,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt0.mp4,What've you been up to?
train_dia9_utt1,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt1.mp4,"Oh, you know, the usual, teaching aerobics, partying way too much."
train_dia9_utt2,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt2.mp4,"Oh, and in case you were wondering, those are my legs on the new James Bond poster."
train_dia9_utt3,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt3.mp4,Can you hold on a moment? I have another call. I love her.
train_dia9_utt4,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt4.mp4,I know.
train_dia9_utt5,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt5.mp4,I'm back.
train_dia9_utt6,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt6.mp4,"So, are we gonna get together or what?"
train_dia9_utt7,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt7.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt7.mp4,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?"
train_dia9_utt8,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt8.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt8.mp4,"Great, I'll see you then."
train_dia9_utt9,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt9.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt9.mp4,Ok. Ok. Having a phone has finally paid off.
train_dia9_utt10,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt10.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt10.mp4,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob."""
train_dia9_utt11,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt11.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt11.mp4,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table."
train_dia9_utt12,train,6,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt12.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt12.mp4,Oh my god. You are pure evil.
train_dia9_utt13,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt13.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia9_utt13.mp4,"Ok, pure evil , horny and alone . I've done this"
train_dia10_utt0,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt0.mp4,Nobody!
train_dia10_utt1,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt1.mp4,Nobody respects the bucket!
train_dia10_utt2,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt2.mp4,You wouldn't believe what people put in here!
train_dia10_utt3,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt3.mp4,Look!
train_dia10_utt4,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt4.mp4,"Okay, does this look like a garbage can to you?"
train_dia10_utt5,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia10_utt5.mp4,No.
train_dia12_utt0,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt0.mp4,Hey!
train_dia12_utt1,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt1.mp4,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.
train_dia12_utt2,train,6,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt2.mp4,"That’s great, but shouldn’t you be on the toilet right now?"
train_dia12_utt3,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt3.mp4,What?!
train_dia12_utt4,train,6,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt4.mp4,What’s wrong with you?
train_dia12_utt5,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt5.mp4,Nothing!
train_dia12_utt6,train,5,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt6.mp4,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since."
train_dia12_utt7,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt7.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt7.mp4,"But um, I don’t think it’s anything serious."
train_dia12_utt8,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt8.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt8.mp4,This sounds like a hernia. You have to—you-you go to the doctor!
train_dia12_utt9,train,5,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt9.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt9.mp4,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!"
train_dia12_utt10,train,6,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt10.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt10.mp4,That’s a hernia.
train_dia12_utt11,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt11.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia12_utt11.mp4,Why did I have to start working out again? Damn you 15s!
train_dia13_utt0,train,1,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt0.mp4,I love your place! Where is this guy from?
train_dia13_utt1,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt1.mp4,Uh that’s an eighteenth century Indian artifact from Calcutta.
train_dia13_utt2,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt2.mp4,"Oh wow! So, you’re more than just dinosaurs."
train_dia13_utt3,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia13_utt3.mp4,So much more.
train_dia14_utt0,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt0.mp4,"Well, well to sum up, we’re having fun, you look young."
train_dia14_utt1,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt1.mp4,Okay
train_dia14_utt2,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt2.mp4,But that’s not enough. So… So…here’s a key to my apartment.
train_dia14_utt3,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt3.mp4,Really?!
train_dia14_utt4,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt4.mp4,Really.
train_dia14_utt5,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia14_utt5.mp4,You don’t think this is too fast.
train_dia15_utt0,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt0.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt0.mp4,Get Out!
train_dia15_utt1,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt1.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt1.mp4,"Ross, can I talk to you for a minute?"
train_dia15_utt2,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt2.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt2.mp4,"Yes, please! So, what's going on?"
train_dia15_utt3,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt3.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt3.mp4,"Uh, well... Joey and I broke up."
train_dia15_utt4,train,2,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt4.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt4.mp4,"Oh my God, wh-what happened?"
train_dia15_utt5,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt5.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt5.mp4,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"
train_dia15_utt6,train,4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt6.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt6.mp4,I knew that was him!
train_dia15_utt7,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt7.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt7.mp4,"Anyway I just, uh, I think it's for the best."
train_dia15_utt8,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt8.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt8.mp4,"Hey, you ok?"
train_dia15_utt9,train,3,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt9.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt9.mp4,I guess.
train_dia15_utt10,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt10.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt10.mp4,There was hum... there was another reason that I thought it was time to end it with Joey.
train_dia15_utt11,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt11.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt11.mp4,I started to realize that I was having feelings for someone else.
train_dia15_utt12,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt12.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt12.mp4,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker."
train_dia15_utt13,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt13.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt13.mp4,"Oh, professor Clerk we're kind of in the middle of a conversation, here."
train_dia15_utt14,train,0,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt14.mp4,data/MELD/raw/MELD.Raw/train/train_splits/dia15_utt14.mp4,"Yeah, can you guys just throw him in the pool later?"
