utterance_id,emotion_label
icty_karadzic_nan_nan_1_utt00120,neutral
icty_karadzic_nan_nan_1_utt00121,neutral
icty_karadzic_nan_nan_1_utt00122,neutral
icty_karadzic_nan_nan_1_utt00123,neutral
icty_karadzic_nan_nan_1_utt00124,neutral
icty_karadzic_nan_nan_1_utt00125,neutral
icty_karadzic_nan_nan_1_utt00126,neutral
icty_karadzic_nan_nan_1_utt00127,neutral
icty_karadzic_nan_nan_1_utt00128,neutral
icty_karadzic_nan_nan_1_utt00129,neutral
icty_karadzic_nan_nan_1_utt00130,neutral
icty_karadzic_nan_nan_1_utt00131,neutral
icty_karadzic_nan_nan_1_utt00132,neutral
icty_karadzic_nan_nan_1_utt00133,neutral
icty_karadzic_nan_nan_1_utt00134,neutral
icty_karadzic_nan_nan_1_utt00135,neutral
icty_karadzic_nan_nan_1_utt00136,neutral
icty_karadzic_nan_nan_1_utt00137,neutral
icty_karadzic_nan_nan_1_utt00138,neutral
icty_karadzic_nan_nan_1_utt00139,neutral
icty_karadzic_nan_nan_1_utt00140,neutral
icty_karadzic_nan_nan_1_utt00141,neutral
icty_karadzic_nan_nan_1_utt00142,neutral
icty_karadzic_nan_nan_1_utt00143,neutral
icty_karadzic_nan_nan_1_utt00144,neutral
icty_karadzic_nan_nan_1_utt00145,neutral
icty_karadzic_nan_nan_1_utt00146,neutral
icty_karadzic_nan_nan_1_utt00147,neutral
icty_karadzic_nan_nan_1_utt00148,neutral
icty_karadzic_nan_nan_1_utt00149,neutral
icty_karadzic_nan_nan_1_utt00150,neutral
icty_karadzic_nan_nan_1_utt00151,neutral
icty_karadzic_nan_nan_1_utt00152,neutral
icty_karadzic_nan_nan_1_utt00153,neutral
icty_karadzic_nan_nan_1_utt00154,neutral
icty_karadzic_nan_nan_1_utt00155,neutral
icty_karadzic_nan_nan_1_utt00156,neutral
icty_karadzic_nan_nan_1_utt00157,neutral
icty_karadzic_nan_nan_1_utt00158,neutral
icty_karadzic_nan_nan_1_utt00159,neutral
icty_karadzic_nan_nan_1_utt00160,neutral
icty_karadzic_nan_nan_1_utt00161,neutral
icty_karadzic_nan_nan_1_utt00162,neutral
icty_karadzic_nan_nan_1_utt00163,neutral
icty_karadzic_nan_nan_1_utt00164,neutral
icty_karadzic_nan_nan_1_utt00165,neutral
icty_karadzic_nan_nan_1_utt00166,neutral
icty_karadzic_nan_nan_1_utt00167,neutral
icty_karadzic_nan_nan_1_utt00168,neutral
icty_karadzic_nan_nan_1_utt00169,neutral
icty_karadzic_nan_nan_1_utt00170,neutral
icty_karadzic_nan_nan_1_utt00171,neutral
icty_karadzic_nan_nan_1_utt00172,neutral
icty_karadzic_nan_nan_1_utt00173,neutral
icty_karadzic_nan_nan_1_utt00174,neutral
icty_karadzic_nan_nan_1_utt00175,neutral
icty_karadzic_nan_nan_1_utt00176,neutral
icty_karadzic_nan_nan_1_utt00177,neutral
icty_karadzic_nan_nan_1_utt00178,neutral
icty_karadzic_nan_nan_1_utt00179,neutral
icty_karadzic_nan_nan_1_utt00180,neutral
icty_karadzic_nan_nan_1_utt00181,neutral
icty_karadzic_nan_nan_1_utt00182,neutral
icty_karadzic_nan_nan_1_utt00183,neutral
icty_karadzic_nan_nan_1_utt00184,neutral
icty_karadzic_nan_nan_1_utt00185,neutral
icty_karadzic_nan_nan_1_utt00186,neutral
icty_karadzic_nan_nan_1_utt00187,neutral
icty_karadzic_nan_nan_1_utt00188,neutral
icty_karadzic_nan_nan_1_utt00189,neutral
icty_karadzic_nan_nan_1_utt00190,neutral
icty_karadzic_nan_nan_1_utt00191,neutral
icty_karadzic_nan_nan_1_utt00192,neutral
icty_karadzic_nan_nan_1_utt00193,neutral
icty_karadzic_nan_nan_1_utt00194,neutral
icty_karadzic_nan_nan_1_utt00195,neutral
icty_karadzic_nan_nan_1_utt00196,neutral
icty_karadzic_nan_nan_1_utt00197,neutral
icty_karadzic_nan_nan_1_utt00198,neutral
icty_karadzic_nan_nan_1_utt00199,neutral
icty_karadzic_nan_nan_1_utt00200,neutral
icty_karadzic_nan_nan_1_utt00201,neutral
icty_karadzic_nan_nan_1_utt00202,neutral
icty_karadzic_nan_nan_1_utt00203,neutral
icty_karadzic_nan_nan_1_utt00204,neutral
icty_karadzic_nan_nan_1_utt00205,neutral
icty_karadzic_nan_nan_1_utt00206,neutral
icty_karadzic_nan_nan_1_utt00207,neutral
icty_karadzic_nan_nan_1_utt00208,neutral
icty_karadzic_nan_nan_1_utt00209,neutral
icty_karadzic_nan_nan_1_utt00210,neutral
icty_karadzic_nan_nan_1_utt00211,neutral
icty_karadzic_nan_nan_1_utt00212,neutral
icty_karadzic_nan_nan_1_utt00213,neutral
icty_karadzic_nan_nan_1_utt00214,neutral
icty_karadzic_nan_nan_1_utt00215,neutral
icty_karadzic_nan_nan_1_utt00216,neutral
icty_karadzic_nan_nan_1_utt00217,neutral
icty_karadzic_nan_nan_1_utt00218,neutral
icty_karadzic_nan_nan_1_utt00219,neutral
icty_karadzic_nan_nan_1_utt00220,neutral
icty_karadzic_nan_nan_1_utt00221,neutral
icty_karadzic_nan_nan_1_utt00222,neutral
icty_karadzic_nan_nan_1_utt00223,neutral
icty_karadzic_nan_nan_1_utt00224,neutral
icty_karadzic_nan_nan_1_utt00225,neutral
icty_karadzic_nan_nan_1_utt00226,neutral
icty_karadzic_nan_nan_1_utt00227,neutral
icty_karadzic_nan_nan_1_utt00228,neutral
icty_karadzic_nan_nan_1_utt00229,neutral
icty_karadzic_nan_nan_1_utt00230,neutral
icty_karadzic_nan_nan_1_utt00231,neutral
icty_karadzic_nan_nan_1_utt00232,neutral
icty_karadzic_nan_nan_1_utt00233,neutral
icty_karadzic_nan_nan_1_utt00234,neutral
icty_karadzic_nan_nan_1_utt00235,neutral
icty_karadzic_nan_nan_1_utt00236,neutral
icty_karadzic_nan_nan_1_utt00237,neutral
icty_karadzic_nan_nan_1_utt00238,neutral
icty_karadzic_nan_nan_1_utt00239,neutral
icty_karadzic_nan_nan_1_utt00240,neutral
icty_karadzic_nan_nan_1_utt00241,neutral
icty_karadzic_nan_nan_1_utt00242,neutral
icty_karadzic_nan_nan_1_utt00243,neutral
icty_karadzic_nan_nan_1_utt00244,neutral
icty_karadzic_nan_nan_1_utt00245,neutral
icty_karadzic_nan_nan_1_utt00246,neutral
icty_karadzic_nan_nan_1_utt00247,neutral
icty_karadzic_nan_nan_1_utt00248,neutral
icty_karadzic_nan_nan_1_utt00249,neutral
icty_karadzic_nan_nan_1_utt00250,neutral
icty_karadzic_nan_nan_1_utt00251,neutral
icty_karadzic_nan_nan_1_utt00252,neutral
icty_karadzic_nan_nan_1_utt00253,neutral
icty_karadzic_nan_nan_1_utt00254,neutral
icty_karadzic_nan_nan_1_utt00255,neutral
icty_karadzic_nan_nan_1_utt00256,neutral
icty_karadzic_nan_nan_1_utt00257,neutral
icty_karadzic_nan_nan_1_utt00258,neutral
icty_karadzic_nan_nan_1_utt00259,neutral
icty_karadzic_nan_nan_1_utt00260,neutral
icty_karadzic_nan_nan_1_utt00261,neutral
icty_karadzic_nan_nan_1_utt00262,neutral
icty_karadzic_nan_nan_1_utt00263,neutral
icty_karadzic_nan_nan_1_utt00264,neutral
icty_karadzic_nan_nan_1_utt00265,neutral
icty_karadzic_nan_nan_1_utt00266,neutral
icty_karadzic_nan_nan_1_utt00267,neutral
icty_karadzic_nan_nan_1_utt00268,neutral
icty_karadzic_nan_nan_1_utt00269,neutral
icty_karadzic_nan_nan_1_utt00270,neutral
icty_karadzic_nan_nan_1_utt00271,neutral
icty_karadzic_nan_nan_1_utt00272,neutral
icty_karadzic_nan_nan_1_utt00273,neutral
icty_karadzic_nan_nan_1_utt00274,neutral
icty_karadzic_nan_nan_1_utt00275,neutral
icty_karadzic_nan_nan_1_utt00276,neutral
icty_karadzic_nan_nan_1_utt00277,neutral
icty_karadzic_nan_nan_1_utt00278,neutral
icty_karadzic_nan_nan_1_utt00279,neutral
icty_karadzic_nan_nan_1_utt00280,neutral
icty_karadzic_nan_nan_1_utt00281,neutral
icty_karadzic_nan_nan_1_utt00282,neutral
icty_karadzic_nan_nan_1_utt00283,neutral
icty_karadzic_nan_nan_1_utt00284,neutral
icty_karadzic_nan_nan_1_utt00285,neutral
icty_karadzic_nan_nan_1_utt00286,neutral
icty_karadzic_nan_nan_1_utt00287,neutral
icty_karadzic_nan_nan_1_utt00288,neutral
icty_karadzic_nan_nan_1_utt00289,neutral
icty_karadzic_nan_nan_1_utt00290,neutral
icty_karadzic_nan_nan_1_utt00291,neutral
icty_karadzic_nan_nan_1_utt00292,neutral
icty_karadzic_nan_nan_1_utt00293,neutral
icty_karadzic_nan_nan_1_utt00294,neutral
icty_karadzic_nan_nan_1_utt00295,neutral
icty_karadzic_nan_nan_1_utt00296,neutral
icty_karadzic_nan_nan_1_utt00297,neutral
icty_karadzic_nan_nan_1_utt00298,neutral
icty_karadzic_nan_nan_1_utt00299,neutral
icty_karadzic_nan_nan_1_utt00300,neutral
icty_karadzic_nan_nan_1_utt00301,neutral
icty_karadzic_nan_nan_1_utt00302,neutral
icty_karadzic_nan_nan_1_utt00303,neutral
icty_karadzic_nan_nan_1_utt00304,neutral
icty_karadzic_nan_nan_1_utt00305,neutral
icty_karadzic_nan_nan_1_utt00306,neutral
icty_karadzic_nan_nan_1_utt00307,neutral
icty_karadzic_nan_nan_1_utt00308,neutral
icty_karadzic_nan_nan_1_utt00309,neutral
icty_karadzic_nan_nan_1_utt00310,neutral
icty_karadzic_nan_nan_1_utt00311,neutral
icty_karadzic_nan_nan_1_utt00312,neutral
icty_karadzic_nan_nan_1_utt00313,neutral
icty_karadzic_nan_nan_1_utt00314,neutral
icty_karadzic_nan_nan_1_utt00315,neutral
icty_karadzic_nan_nan_1_utt00316,neutral
icty_karadzic_nan_nan_1_utt00317,neutral
icty_karadzic_nan_nan_1_utt00318,neutral
icty_karadzic_nan_nan_1_utt00319,neutral
icty_karadzic_nan_nan_1_utt00320,neutral
icty_karadzic_nan_nan_1_utt00321,neutral
icty_karadzic_nan_nan_1_utt00322,neutral
icty_karadzic_nan_nan_1_utt00323,neutral
icty_karadzic_nan_nan_1_utt00324,neutral
icty_karadzic_nan_nan_1_utt00325,neutral
icty_karadzic_nan_nan_1_utt00326,neutral
icty_karadzic_nan_nan_1_utt00327,neutral
icty_karadzic_nan_nan_1_utt00328,neutral
icty_karadzic_nan_nan_1_utt00329,neutral
icty_karadzic_nan_nan_1_utt00330,neutral
icty_karadzic_nan_nan_1_utt00331,neutral
icty_karadzic_nan_nan_1_utt00332,neutral
icty_karadzic_nan_nan_1_utt00333,neutral
icty_karadzic_nan_nan_1_utt00334,neutral
icty_karadzic_nan_nan_1_utt00335,neutral
icty_karadzic_nan_nan_1_utt00336,neutral
icty_karadzic_nan_nan_1_utt00337,neutral
icty_karadzic_nan_nan_1_utt00338,neutral
icty_karadzic_nan_nan_1_utt00339,neutral
icty_karadzic_nan_nan_1_utt00340,neutral
icty_karadzic_nan_nan_1_utt00341,neutral
icty_karadzic_nan_nan_1_utt00342,neutral
icty_karadzic_nan_nan_1_utt00343,neutral
icty_karadzic_nan_nan_1_utt00344,neutral
icty_karadzic_nan_nan_1_utt00345,neutral
icty_karadzic_nan_nan_1_utt00346,neutral
icty_karadzic_nan_nan_1_utt00347,neutral
icty_karadzic_nan_nan_1_utt00348,neutral
icty_karadzic_nan_nan_1_utt00349,neutral
icty_karadzic_nan_nan_1_utt00350,neutral
icty_karadzic_nan_nan_1_utt00351,neutral
icty_karadzic_nan_nan_1_utt00352,neutral
icty_karadzic_nan_nan_1_utt00353,neutral
icty_karadzic_nan_nan_1_utt00354,neutral
icty_karadzic_nan_nan_1_utt00355,neutral
icty_karadzic_nan_nan_1_utt00356,neutral
icty_karadzic_nan_nan_1_utt00357,neutral
icty_karadzic_nan_nan_1_utt00358,neutral
icty_karadzic_nan_nan_1_utt00359,neutral
icty_karadzic_nan_nan_1_utt00360,neutral
icty_karadzic_nan_nan_1_utt00361,neutral
icty_karadzic_nan_nan_1_utt00362,neutral
icty_karadzic_nan_nan_1_utt00363,neutral
icty_karadzic_nan_nan_1_utt00364,neutral
icty_karadzic_nan_nan_1_utt00365,neutral
icty_karadzic_nan_nan_1_utt00366,neutral
icty_karadzic_nan_nan_1_utt00367,neutral
icty_karadzic_nan_nan_1_utt00368,neutral
icty_karadzic_nan_nan_1_utt00369,neutral
icty_karadzic_nan_nan_1_utt00370,neutral
icty_karadzic_nan_nan_1_utt00371,neutral
icty_karadzic_nan_nan_1_utt00372,neutral
icty_karadzic_nan_nan_1_utt00373,neutral
icty_karadzic_nan_nan_1_utt00374,neutral
icty_karadzic_nan_nan_1_utt00375,neutral
icty_karadzic_nan_nan_1_utt00376,neutral
icty_karadzic_nan_nan_1_utt00377,neutral
icty_karadzic_nan_nan_1_utt00378,neutral
icty_karadzic_nan_nan_1_utt00379,neutral
icty_karadzic_nan_nan_1_utt00380,neutral
icty_karadzic_nan_nan_1_utt00381,neutral
icty_karadzic_nan_nan_1_utt00382,neutral
icty_karadzic_nan_nan_1_utt00383,neutral
icty_karadzic_nan_nan_1_utt00384,neutral
icty_karadzic_nan_nan_1_utt00385,neutral
icty_karadzic_nan_nan_1_utt00386,neutral
icty_karadzic_nan_nan_1_utt00387,neutral
icty_karadzic_nan_nan_1_utt00388,neutral
icty_karadzic_nan_nan_1_utt00389,neutral
icty_karadzic_nan_nan_1_utt00390,neutral
icty_karadzic_nan_nan_1_utt00391,neutral
icty_karadzic_nan_nan_1_utt00392,neutral
icty_karadzic_nan_nan_1_utt00393,neutral
icty_karadzic_nan_nan_1_utt00394,neutral
icty_karadzic_nan_nan_1_utt00395,neutral
icty_karadzic_nan_nan_1_utt00396,neutral
icty_karadzic_nan_nan_1_utt00397,neutral
icty_karadzic_nan_nan_1_utt00398,neutral
icty_karadzic_nan_nan_1_utt00399,neutral
icty_karadzic_nan_nan_1_utt00400,neutral
icty_karadzic_nan_nan_1_utt00401,neutral
icty_karadzic_nan_nan_1_utt00402,neutral
icty_karadzic_nan_nan_1_utt00403,neutral
icty_karadzic_nan_nan_1_utt00404,neutral
icty_karadzic_nan_nan_1_utt00405,neutral
icty_karadzic_nan_nan_1_utt00406,neutral
icty_karadzic_nan_nan_1_utt00407,neutral
icty_karadzic_nan_nan_1_utt00408,neutral
icty_karadzic_nan_nan_1_utt00409,neutral
icty_karadzic_nan_nan_1_utt00410,neutral
icty_karadzic_nan_nan_1_utt00411,neutral
icty_karadzic_nan_nan_1_utt00412,neutral
icty_karadzic_nan_nan_1_utt00413,neutral
icty_karadzic_nan_nan_1_utt00414,neutral
icty_karadzic_nan_nan_1_utt00415,neutral
icty_karadzic_nan_nan_1_utt00416,neutral
icty_karadzic_nan_nan_1_utt00417,neutral
icty_karadzic_nan_nan_1_utt00418,neutral
icty_karadzic_nan_nan_1_utt00419,confidence
icty_karadzic_nan_nan_1_utt00420,neutral
icty_karadzic_nan_nan_1_utt00421,neutral
icty_karadzic_nan_nan_1_utt00422,neutral
icty_karadzic_nan_nan_1_utt00423,neutral
icty_karadzic_nan_nan_1_utt00424,neutral
icty_karadzic_nan_nan_1_utt00425,neutral
icty_karadzic_nan_nan_1_utt00426,neutral
icty_karadzic_nan_nan_1_utt00427,neutral
icty_karadzic_nan_nan_1_utt00428,neutral
icty_karadzic_nan_nan_1_utt00429,neutral
icty_karadzic_nan_nan_1_utt00430,neutral
icty_karadzic_nan_nan_1_utt00431,neutral
icty_karadzic_nan_nan_1_utt00432,neutral
icty_karadzic_nan_nan_1_utt00433,neutral
icty_karadzic_nan_nan_1_utt00434,neutral
icty_karadzic_nan_nan_1_utt00435,neutral
icty_karadzic_nan_nan_1_utt00436,neutral
icty_karadzic_nan_nan_1_utt00437,neutral
icty_karadzic_nan_nan_1_utt00438,neutral
icty_karadzic_nan_nan_1_utt00439,neutral
icty_karadzic_nan_nan_1_utt00440,neutral
icty_karadzic_nan_nan_1_utt00441,neutral
icty_karadzic_nan_nan_1_utt00442,neutral
icty_karadzic_nan_nan_1_utt00443,neutral
icty_karadzic_nan_nan_1_utt00444,neutral
icty_karadzic_nan_nan_1_utt00445,neutral
icty_karadzic_nan_nan_1_utt00446,neutral
icty_karadzic_nan_nan_1_utt00447,neutral
icty_karadzic_nan_nan_1_utt00448,neutral
icty_karadzic_nan_nan_1_utt00449,neutral
icty_karadzic_nan_nan_1_utt00450,neutral
icty_karadzic_nan_nan_1_utt00451,neutral
icty_karadzic_nan_nan_1_utt00452,neutral
icty_karadzic_nan_nan_1_utt00453,neutral
icty_karadzic_nan_nan_1_utt00454,neutral
icty_karadzic_nan_nan_1_utt00455,neutral
icty_karadzic_nan_nan_1_utt00456,neutral
icty_karadzic_nan_nan_1_utt00457,neutral
icty_karadzic_nan_nan_1_utt00458,neutral
icty_karadzic_nan_nan_1_utt00459,neutral
icty_karadzic_nan_nan_1_utt00460,neutral
icty_karadzic_nan_nan_1_utt00461,neutral
icty_karadzic_nan_nan_1_utt00462,neutral
icty_karadzic_nan_nan_1_utt00463,neutral
icty_karadzic_nan_nan_1_utt00464,neutral
icty_karadzic_nan_nan_1_utt00465,neutral
icty_karadzic_nan_nan_1_utt00466,neutral
icty_karadzic_nan_nan_1_utt00467,neutral
icty_karadzic_nan_nan_1_utt00468,neutral
icty_karadzic_nan_nan_1_utt00469,neutral
icty_karadzic_nan_nan_1_utt00470,neutral
icty_karadzic_nan_nan_1_utt00471,neutral
icty_karadzic_nan_nan_1_utt00472,neutral
icty_karadzic_nan_nan_1_utt00473,neutral
icty_karadzic_nan_nan_1_utt00474,neutral
icty_karadzic_nan_nan_1_utt00475,neutral
icty_karadzic_nan_nan_1_utt00476,neutral
icty_karadzic_nan_nan_1_utt00477,neutral
icty_karadzic_nan_nan_1_utt00478,neutral
icty_karadzic_nan_nan_1_utt00479,neutral
icty_karadzic_nan_nan_1_utt00480,neutral
icty_karadzic_nan_nan_1_utt00481,neutral
icty_karadzic_nan_nan_1_utt00482,neutral
icty_karadzic_nan_nan_1_utt00483,neutral
icty_karadzic_nan_nan_1_utt00484,neutral
icty_karadzic_nan_nan_1_utt00485,neutral
icty_karadzic_nan_nan_1_utt00486,neutral
icty_karadzic_nan_nan_1_utt00487,neutral
icty_karadzic_nan_nan_1_utt00488,neutral
icty_karadzic_nan_nan_1_utt00489,neutral
icty_karadzic_nan_nan_1_utt00490,neutral
icty_karadzic_nan_nan_1_utt00491,neutral
icty_karadzic_nan_nan_1_utt00492,neutral
icty_karadzic_nan_nan_1_utt00493,neutral
icty_karadzic_nan_nan_1_utt00494,neutral
icty_karadzic_nan_nan_1_utt00495,neutral
icty_karadzic_nan_nan_1_utt00496,neutral
icty_karadzic_nan_nan_1_utt00497,neutral
icty_karadzic_nan_nan_1_utt00498,neutral
icty_karadzic_nan_nan_1_utt00499,neutral
icty_karadzic_nan_nan_1_utt00500,neutral
icty_karadzic_nan_nan_1_utt00501,neutral
icty_karadzic_nan_nan_1_utt00502,neutral
icty_karadzic_nan_nan_1_utt00503,neutral
icty_karadzic_nan_nan_1_utt00504,neutral
icty_karadzic_nan_nan_1_utt00505,neutral
icty_karadzic_nan_nan_1_utt00506,neutral
icty_karadzic_nan_nan_1_utt00507,neutral
icty_karadzic_nan_nan_1_utt00508,neutral
icty_karadzic_nan_nan_1_utt00509,neutral
icty_karadzic_nan_nan_1_utt00510,neutral
icty_karadzic_nan_nan_1_utt00511,neutral
icty_karadzic_nan_nan_1_utt00512,neutral
icty_karadzic_nan_nan_1_utt00513,neutral
icty_karadzic_nan_nan_1_utt00514,neutral
icty_karadzic_nan_nan_1_utt00515,neutral
icty_karadzic_nan_nan_1_utt00516,neutral
icty_karadzic_nan_nan_1_utt00517,neutral
icty_karadzic_nan_nan_1_utt00518,neutral
icty_karadzic_nan_nan_1_utt00519,neutral
icty_karadzic_nan_nan_1_utt00520,neutral
icty_karadzic_nan_nan_1_utt00521,neutral
icty_karadzic_nan_nan_1_utt00522,neutral
icty_karadzic_nan_nan_1_utt00523,neutral
icty_karadzic_nan_nan_1_utt00524,neutral
icty_karadzic_nan_nan_1_utt00525,neutral
icty_karadzic_nan_nan_1_utt00526,neutral
icty_karadzic_nan_nan_1_utt00527,neutral
icty_karadzic_nan_nan_1_utt00528,neutral
icty_karadzic_nan_nan_1_utt00529,neutral
icty_karadzic_nan_nan_1_utt00530,neutral
icty_karadzic_nan_nan_1_utt00531,neutral
icty_karadzic_nan_nan_1_utt00532,neutral
icty_karadzic_nan_nan_1_utt00533,neutral
icty_karadzic_nan_nan_1_utt00534,neutral
icty_karadzic_nan_nan_1_utt00535,neutral
icty_karadzic_nan_nan_1_utt00536,neutral
icty_karadzic_nan_nan_1_utt00537,neutral
icty_karadzic_nan_nan_1_utt00538,neutral
icty_karadzic_nan_nan_1_utt00539,neutral
icty_karadzic_nan_nan_1_utt00540,neutral
icty_karadzic_nan_nan_1_utt00541,neutral
icty_karadzic_nan_nan_1_utt00542,neutral
icty_karadzic_nan_nan_1_utt00543,neutral
icty_karadzic_nan_nan_1_utt00544,neutral
icty_karadzic_nan_nan_1_utt00545,neutral
icty_karadzic_nan_nan_1_utt00546,neutral
icty_karadzic_nan_nan_1_utt00547,neutral
icty_karadzic_nan_nan_1_utt00548,neutral
icty_karadzic_nan_nan_1_utt00549,neutral
icty_karadzic_nan_nan_1_utt00550,neutral
icty_karadzic_nan_nan_1_utt00551,neutral
icty_karadzic_nan_nan_1_utt00552,neutral
icty_karadzic_nan_nan_1_utt00553,neutral
icty_karadzic_nan_nan_1_utt00554,neutral
icty_karadzic_nan_nan_1_utt00555,neutral
icty_karadzic_nan_nan_1_utt00556,neutral
icty_karadzic_nan_nan_1_utt00557,neutral
icty_karadzic_nan_nan_1_utt00558,neutral
icty_karadzic_nan_nan_1_utt00559,neutral
